9243.567290,0.000169,-0.000058,1566.447075
9243.946765,0.000239,-0.000035,810.558522
9250.337196,0.000507,0.000000,70790.302349
9250.391397,0.000454,0.000003,3930.628146
9250.445301,0.000485,-0.000025,3906.638150
9250.498920,0.000629,-0.000175,3906.638150
9250.552177,0.000519,-0.000066,1996.342799
9250.604926,0.000625,-0.000170,2404.914203
9250.658287,0.000475,-0.000002,2404.914203
9250.711191,0.000524,-0.000060,3587.467237
9250.717626,0.000314,0.000011,3587.467237
9250.933303,0.000159,-0.000000,49164.791472
9250.985664,0.000099,-0.000035,18991.494645
9251.037742,0.000108,-0.000019,7921.366021
9251.089950,0.000142,-0.000023,7921.366021
9251.142947,0.000124,-0.000035,7219.624493
9251.195396,0.000117,-0.000034,7886.675498
9251.247642,0.000106,-0.000034,7886.675498
9251.299646,0.000087,-0.000040,7921.366021
9251.303341,0.000098,-0.000021,7886.675498
9251.701694,0.000248,0.000015,3783.054608
9252.288157,0.000085,-0.000008,7921.366021
9252.686351,0.000406,-0.000121,3783.054608
9253.273227,0.000117,-0.000007,7886.675498
9253.670435,0.000368,-0.000091,3783.054608
9254.257504,0.000151,-0.000029,7886.675498
9254.655461,0.000351,-0.000081,3906.638150
9255.242099,0.000179,-0.000085,7219.624493
9255.640373,0.000434,-0.000152,3906.638150
9256.230062,0.000176,-0.000105,7757.768567
9256.624901,0.000657,-0.000397,3930.628146
9257.214686,0.000126,-0.000098,7757.768567
9257.609772,0.000248,0.000016,3930.628146
9258.198928,0.000128,-0.000081,7886.675498
9258.594590,0.000386,-0.000116,5071.795790
9259.186082,0.000119,-0.000082,7886.675498
9259.581997,0.000591,-0.000334,4401.257002
9260.170838,0.000136,-0.000050,7577.001585
9260.570098,0.000571,-0.000323,4040.012064
9261.155760,0.000144,-0.000047,5852.153668
9261.558043,0.000565,-0.000330,3272.337096
9262.140674,0.000144,-0.000056,5353.754657
9262.546094,0.000570,-0.000328,2950.104881
9263.128311,0.000209,-0.000062,5319.064133
9263.534160,0.000525,-0.000276,2519.626939
9264.109675,0.002405,-0.002292,4528.018578
9264.518137,0.000574,-0.000311,2404.914203
9265.094278,0.000271,-0.000041,5171.905405
9265.504793,0.000223,0.000009,1432.633376
9266.082125,0.000110,-0.000167,4754.573956
9266.489429,0.002231,-0.002009,1284.611728
9267.070235,0.000130,-0.000121,4997.765783
9267.473461,0.000376,-0.000149,1284.611728
9268.054658,0.000140,-0.000112,5298.864523
9268.462152,0.000543,-0.000330,1227.745005
9269.042295,0.000148,-0.000100,3134.509409
9269.450177,0.000524,-0.000305,1364.598650
9270.026236,0.000299,-0.000049,3134.509409
9270.438222,0.000495,-0.000260,1227.745005
9271.010429,0.000140,-0.000156,3134.509409
9271.423043,0.000592,-0.000359,1227.745005
9271.995238,0.000131,-0.000143,3296.807959
9272.410488,0.000372,-0.000131,1079.723358
9272.979647,0.000111,-0.000135,3273.103371
9273.398338,0.000426,-0.000211,1227.745005
9273.964427,0.000145,-0.000119,3166.792065
9274.386444,0.000382,-0.000148,1244.163461
9274.948773,0.000156,-0.000105,2298.808673
9275.370784,0.000207,-0.000002,1227.745005
9275.933945,0.002082,-0.001976,2681.445798
9276.358094,0.000573,-0.000370,1358.744262
9276.917860,0.000142,-0.000143,2866.906353
9277.342528,0.000364,-0.000143,1227.745005
9277.906474,0.000124,-0.000113,3249.543478
9278.327341,0.000467,-0.000250,1109.971511
9278.891190,0.000109,-0.000093,3188.256374
9279.314437,0.000402,-0.000199,1257.993158
9279.875986,0.000154,-0.000104,3188.256374
9280.299323,0.000466,-0.000265,1227.745005
9280.861018,0.000175,-0.000079,3368.138447
9281.286479,0.000402,-0.000183,1227.745005
9281.845436,0.000128,-0.000091,3368.138447
9282.271345,0.000448,-0.000242,995.929130
9282.830186,0.000146,-0.000078,3368.138447
9283.255854,0.000170,0.000001,995.929130
9283.814650,0.000118,-0.000095,3599.256639
9284.241156,0.000637,-0.000441,995.929130
9284.802536,0.000109,-0.000086,2545.007053
9285.225288,0.000535,-0.000356,1083.040024
9285.786666,0.000116,-0.000071,2652.951717
9286.209595,0.000325,-0.000146,1050.026475
9286.771461,0.000142,-0.000050,2652.951717
9287.193878,0.002360,-0.002179,995.082137
9287.756499,0.000161,-0.000040,2883.367339
9288.178152,0.000689,-0.000509,995.082137
9288.741053,0.000144,-0.000077,2925.360373
9289.167017,0.000658,-0.000454,995.082137
9289.726083,0.000154,-0.000080,2943.037284
9290.151520,0.000397,-0.000220,949.163705
9290.710649,0.000116,-0.000066,3118.650819
9291.138736,0.000260,-0.000092,779.946959
9291.695649,0.000153,-0.000067,3068.942818
9292.126640,0.001932,-0.001753,847.456839
9292.679851,0.000167,-0.000095,2848.910915
9293.111459,0.000388,-0.000230,816.792609
9293.666766,0.000113,-0.000084,2378.424582
9294.098784,0.000227,-0.000054,778.482819
9294.654830,0.000120,-0.000071,2207.419106
9295.083759,0.000256,-0.000073,787.187303
9295.639813,0.000131,-0.000063,2106.953862
9296.071686,0.000270,-0.000090,597.847048
9296.626822,0.000117,-0.000070,2065.223432
9297.055850,0.000200,-0.000021,422.141755
9297.614831,0.000126,-0.000057,1894.217955
9298.040378,0.000418,-0.000251,422.141755
9298.602823,0.000131,-0.000035,1862.393726
9299.025003,0.000612,-0.000432,398.162799
9299.586985,0.000141,-0.000038,1967.257271
9300.009489,0.000375,-0.000209,402.621820
9300.571220,0.000163,-0.000017,1967.257271
9300.994502,0.000394,-0.000210,393.439908
9301.558961,0.000130,-0.000066,1946.628463
9301.978657,0.000283,-0.000098,393.439908
9302.547101,0.000155,-0.000049,2357.321241
9302.967446,0.000426,-0.000245,393.439908
9303.535139,0.000170,-0.000045,2408.214309
9303.954742,0.002007,-0.001844,347.294344
9304.523028,0.000112,-0.000057,2357.321241
9304.936367,0.000450,-0.000283,398.082082
9305.511123,0.000160,-0.000051,2062.667069
9305.923033,0.000608,-0.000446,467.677953
9306.499193,0.000164,-0.000049,2236.682448
9306.911042,0.000600,-0.000437,448.158019
9307.489988,0.003123,-0.002999,2236.682448
9307.895662,0.000280,-0.000098,350.991795
9308.475116,0.000136,-0.000070,2062.667069
9308.880273,0.000483,-0.000298,347.294344
9309.463198,0.000145,-0.000074,1969.945841
9309.864816,0.000206,-0.000046,402.541102
9310.447947,0.000157,-0.000057,1964.965955
9310.849200,0.000512,-0.000343,402.541102
9311.432872,0.000132,-0.000070,1964.965955
9311.833285,0.000494,-0.000319,402.541102
9312.417677,0.000149,-0.000060,1795.676183
9312.818301,0.000455,-0.000278,490.277468
9313.403835,0.000158,-0.000049,1862.154016
9313.802487,0.000373,-0.000192,351.753365
9314.391324,0.000132,-0.000067,1862.154016
9314.791391,0.000412,-0.000227,342.652170
9315.379307,0.000114,-0.000073,1862.154016
9315.775473,0.001819,-0.001645,347.294344
9316.383620,0.000373,-0.000004,1862.393726
