host_time,live_velocity,max_accel,cpu_load,ram_load,cpu_temp,cpu_freq
8878.045446,0.0,10000.0,0.0,27.2,43.343,648.0
8878.191471,0.0,10000.0,7.1,27.2,42.738,480.0
8878.442889,0.0,10000.0,31.2,27.3,41.769,1296.0
8878.714525,0.0,10000.0,100.0,27.4,48.066,1296.0
8878.948049,0.0,10000.0,100.0,27.4,50.488,1296.0
8879.192842,0.0,10000.0,100.0,27.2,50.851,1296.0
8879.450513,0.0,10000.0,100.0,27.2,52.183,1296.0
8879.702429,0.0,10000.0,100.0,27.2,52.426,1296.0
8879.950494,0.0,10000.0,100.0,27.2,52.547,1296.0
8880.202651,0.0,10000.0,100.0,27.1,53.394,1296.0
8880.452566,0.0,10000.0,100.0,27.1,53.637,1296.0
8880.700033,0.0,10000.0,100.0,27.1,54.363,1296.0
8880.947625,0.0,10000.0,100.0,27.1,54.121,1296.0
8881.197897,0.0,10000.0,100.0,27.0,54.726,1296.0
8881.450143,0.0,10000.0,100.0,27.0,55.09,1296.0
8881.705462,0.0,10000.0,100.0,27.0,55.332,1296.0
8881.954802,0.0,10000.0,100.0,27.0,55.332,1296.0
8882.212036,0.0,10000.0,100.0,26.9,55.695,1296.0
8882.455992,0.0,10000.0,100.0,26.9,55.574,1296.0
8882.708043,0.0,10000.0,100.0,26.9,54.969,1296.0
8882.962150,0.0,10000.0,100.0,26.9,56.422,1296.0
8883.210203,0.0,10000.0,100.0,26.9,56.301,1296.0
8883.470149,0.0,10000.0,100.0,26.9,56.422,1296.0
8883.715177,0.0,10000.0,100.0,26.9,56.906,1296.0
8883.972048,0.0,10000.0,100.0,26.9,56.422,1296.0
8884.224032,0.0,10000.0,100.0,26.8,57.027,1296.0
8884.466302,0.0,10000.0,100.0,26.8,56.664,1296.0
8884.721737,0.0,10000.0,100.0,26.8,57.027,1296.0
8884.970027,0.0,10000.0,100.0,26.8,56.664,1296.0
8885.222515,0.0,10000.0,100.0,26.8,57.027,1296.0
8885.472043,0.0,10000.0,100.0,26.8,57.027,1296.0
8885.719889,0.0,10000.0,100.0,26.8,57.27,1296.0
8885.970191,0.0,10000.0,100.0,26.8,57.512,1296.0
8886.232038,0.0,10000.0,100.0,26.7,57.875,1296.0
8886.478230,0.0,10000.0,100.0,26.7,57.512,1296.0
8886.728045,0.0,10000.0,100.0,26.7,57.512,1296.0
8886.984067,0.0,10000.0,100.0,26.7,57.027,1296.0
8887.230110,0.0,10000.0,100.0,26.7,57.633,1296.0
8887.482190,0.0,10000.0,100.0,26.7,57.148,1296.0
8887.740038,0.0,10000.0,100.0,26.7,58.117,1296.0
8887.988033,0.0,10000.0,100.0,26.7,58.238,1296.0
8888.243984,0.0,10000.0,100.0,26.7,58.602,1296.0
8888.496036,0.0,10000.0,100.0,26.7,58.117,1296.0
8888.747881,0.0,10000.0,100.0,26.7,58.359,1296.0
8888.998204,0.0,10000.0,100.0,26.7,58.238,1296.0
8889.242320,0.0,10000.0,100.0,26.7,58.238,1296.0
8889.494322,0.0,10000.0,100.0,26.7,59.328,1296.0
8889.747038,0.0,10000.0,100.0,26.7,58.481,1296.0
8890.004040,0.0,10000.0,100.0,26.7,58.723,1296.0
8890.250618,0.0,10000.0,100.0,26.6,58.238,1296.0
8890.508043,0.0,10000.0,100.0,26.6,58.844,1296.0
8890.755413,0.0,10000.0,100.0,26.6,58.723,1296.0
8891.016034,0.0,10000.0,100.0,26.6,59.086,1296.0
8891.264040,0.0,10000.0,100.0,26.6,58.723,1296.0
8891.516042,0.0,10000.0,100.0,26.6,58.844,1296.0
8891.759650,0.0,10000.0,100.0,26.6,58.965,1296.0
8892.012041,0.0,10000.0,100.0,26.6,58.965,1296.0
8892.262656,0.0,10000.0,100.0,26.6,59.692,1296.0
8892.520034,0.0,10000.0,100.0,26.6,58.359,1296.0
8892.768048,0.0,10000.0,100.0,26.6,59.328,1296.0
8893.013828,0.0,10000.0,100.0,26.6,58.844,1296.0
8893.270609,0.0,10000.0,100.0,26.5,59.934,1296.0
8893.518224,0.0,10000.0,100.0,26.5,59.813,1296.0
8893.768048,0.0,10000.0,100.0,26.5,59.207,1296.0
8894.020039,0.0,10000.0,100.0,26.5,59.449,1296.0
8894.276037,0.0,10000.0,100.0,26.5,59.328,1296.0
8894.523941,0.0,10000.0,100.0,26.5,59.692,1296.0
8894.770494,0.0,10000.0,100.0,26.5,60.297,1296.0
8895.021965,0.0,10000.0,100.0,26.5,59.813,1296.0
8895.278462,0.0,10000.0,100.0,26.5,59.934,1296.0
8895.523937,0.0,10000.0,100.0,26.4,59.57,1296.0
8895.776043,0.0,10000.0,100.0,26.4,59.449,1296.0
8896.032130,0.0,10000.0,100.0,26.4,59.449,1296.0
8896.275021,0.0,10000.0,100.0,26.4,59.934,1296.0
8896.526252,0.0,10000.0,100.0,26.4,60.055,1296.0
8896.782239,0.0,10000.0,100.0,26.4,59.57,1296.0
8897.029673,0.0,10000.0,100.0,26.4,60.297,1296.0
8897.284037,0.0,10000.0,100.0,26.4,60.539,1296.0
8897.536247,0.0,10000.0,100.0,26.4,60.539,1296.0
8897.784469,0.0,10000.0,100.0,26.4,59.57,1296.0
8898.044173,0.0,10000.0,100.0,26.4,60.176,1296.0
8898.294244,0.0,10000.0,100.0,26.4,60.539,1296.0
8898.543608,0.0,10000.0,100.0,26.4,59.934,1296.0
8898.798324,0.0,10000.0,100.0,26.6,60.418,1296.0
8899.046105,0.0,10000.0,100.0,26.6,60.903,1296.0
8899.302119,0.0,10000.0,100.0,26.6,59.813,1296.0
8899.550343,0.0,10000.0,100.0,26.6,61.024,1296.0
8899.796733,0.0,10000.0,100.0,26.6,60.176,1296.0
8900.050170,0.0,10000.0,100.0,26.6,60.903,1296.0
8900.295599,0.0,10000.0,100.0,26.6,60.903,1296.0
8900.548045,0.0,10000.0,100.0,26.6,61.145,1296.0
8900.799029,0.0,10000.0,100.0,26.5,60.418,1296.0
8901.053959,0.0,10000.0,100.0,26.5,61.024,1296.0
8901.307853,0.0,10000.0,100.0,26.5,60.781,1296.0
8901.562216,0.0,10000.0,100.0,26.5,60.903,1296.0
8901.807422,0.0,10000.0,100.0,26.5,60.903,1296.0
8902.062143,0.0,10000.0,100.0,26.4,60.176,1296.0
8902.310503,0.0,10000.0,100.0,26.4,61.629,1296.0
8902.560037,0.0,10000.0,100.0,26.4,61.024,1296.0
8902.815679,0.0,10000.0,100.0,26.4,61.387,1296.0
8903.064037,0.0,10000.0,100.0,26.4,61.145,1296.0
8903.324034,0.0,10000.0,100.0,26.4,61.387,1296.0
8903.572117,0.0,10000.0,100.0,26.4,61.145,1296.0
8903.817494,0.0,10000.0,100.0,26.4,61.387,1296.0
8904.074332,0.0,10000.0,100.0,26.4,61.145,1296.0
8904.328758,0.0,10000.0,100.0,26.4,61.024,1296.0
8904.579782,0.0,10000.0,100.0,26.4,61.629,1296.0
8904.830142,0.0,10000.0,100.0,26.4,61.992,1296.0
8905.082266,0.0,10000.0,100.0,26.4,61.508,1296.0
8905.334395,0.0,10000.0,100.0,26.4,61.75,1296.0
8905.586444,0.0,10000.0,100.0,26.4,61.75,1296.0
8905.834526,0.0,10000.0,100.0,26.4,61.75,1296.0
8906.090303,0.0,10000.0,100.0,26.4,61.266,1296.0
8906.340034,0.0,10000.0,100.0,26.4,61.629,1296.0
8906.591403,0.0,10000.0,100.0,26.4,61.629,1296.0
8906.835470,0.0,10000.0,100.0,26.4,62.477,1296.0
8907.088217,0.0,10000.0,100.0,26.4,61.266,1296.0
8907.341426,0.0,10000.0,100.0,26.4,61.508,1296.0
8907.594164,0.0,10000.0,100.0,26.4,61.871,1296.0
8907.845160,0.0,10000.0,100.0,26.4,61.871,1296.0
8908.095199,0.0,10000.0,100.0,26.4,61.992,1296.0
8908.346252,0.0,10000.0,100.0,26.4,61.387,1296.0
8908.596046,0.0,10000.0,100.0,26.4,61.871,1296.0
8908.850205,0.0,10000.0,100.0,26.4,61.75,1296.0
8909.104437,0.0,10000.0,100.0,26.4,61.75,1296.0
8909.352032,0.0,10000.0,100.0,26.4,61.75,1296.0
8909.599554,0.0,10000.0,100.0,26.4,62.114,1296.0
8909.853406,0.0,10000.0,100.0,26.4,62.114,1296.0
8910.105464,0.0,10000.0,100.0,26.4,62.114,1296.0
8910.358224,0.0,10000.0,100.0,26.4,62.235,1296.0
8910.601398,0.0,10000.0,100.0,26.4,62.114,1296.0
8910.855703,0.0,10000.0,100.0,26.4,62.719,1296.0
8911.112048,0.0,10000.0,100.0,26.4,62.356,1296.0
8911.360653,0.0,10000.0,100.0,26.4,62.235,1296.0
8911.605904,0.0,10000.0,100.0,26.4,62.356,1296.0
8911.862308,0.0,10000.0,100.0,26.4,61.508,1296.0
8912.120038,0.0,10000.0,100.0,26.4,62.235,1296.0
8912.371930,0.0,10000.0,100.0,26.4,62.114,1296.0
8912.616060,0.0,10000.0,100.0,26.4,62.114,1296.0
8912.870182,0.0,10000.0,100.0,26.4,61.992,1296.0
8913.124035,0.0,10000.0,99.0,26.4,61.871,1296.0
8913.376660,0.0,10000.0,100.0,26.4,61.871,1296.0
8913.627942,0.0,10000.0,100.0,26.4,61.75,1296.0
8913.874978,0.0,10000.0,100.0,26.4,61.992,1296.0
8914.128039,0.0,10000.0,100.0,26.4,62.84,1296.0
8914.375258,0.0,10000.0,100.0,26.4,63.082,1296.0
8914.628044,0.0,10000.0,100.0,26.4,62.356,1296.0
8914.880036,0.0,10000.0,100.0,26.4,62.477,1296.0
8915.126680,0.0,10000.0,100.0,26.4,62.598,1296.0
8915.384044,0.0,10000.0,100.0,26.4,62.961,1296.0
8915.626928,0.0,10000.0,100.0,26.4,61.629,1296.0
8915.876642,0.0,10000.0,100.0,26.4,62.719,1296.0
8916.128029,0.0,10000.0,100.0,26.4,63.325,1296.0
8916.379188,0.0,10000.0,100.0,26.4,62.961,1296.0
8916.630201,0.0,10000.0,100.0,26.4,62.961,1296.0
8916.881946,0.0,10000.0,100.0,26.4,62.961,1296.0
8917.140633,0.0,10000.0,100.0,26.4,62.961,1296.0
8917.387536,0.0,10000.0,100.0,26.4,62.961,1296.0
8917.644042,0.0,10000.0,100.0,26.4,63.325,1296.0
8917.887214,0.0,10000.0,100.0,26.4,62.477,1296.0
8918.142221,0.0,10000.0,100.0,26.4,62.961,1296.0
8918.396035,0.0,10000.0,100.0,26.4,62.477,1296.0
8918.648727,0.0,10000.0,100.0,26.5,62.598,1296.0
8918.896032,0.0,10000.0,100.0,26.5,63.203,1296.0
8919.145018,0.0,10000.0,100.0,26.5,62.719,1296.0
8919.400034,0.0,10000.0,100.0,26.5,63.446,1296.0
8919.648070,0.0,10000.0,100.0,26.5,62.477,1296.0
