host_time,live_velocity,max_accel,cpu_load,ram_load,cpu_temp,cpu_freq
5601.295283,0.0,10000.0,0.0,28.4,45.402,1296.0
5601.508481,0.0,10000.0,8.0,28.4,44.433,1296.0
5601.758348,0.0,10000.0,5.0,28.4,44.433,1296.0
5602.009019,0.0,10000.0,3.0,28.3,44.675,1296.0
5602.260370,0.0,10000.0,3.9,28.2,44.433,1296.0
5602.509960,0.0,10000.0,2.0,28.2,43.101,1296.0
5602.760479,0.0,10000.0,4.0,28.2,43.585,1296.0
5603.010725,0.0,10000.0,3.0,27.9,43.464,1296.0
5603.262224,0.0,10000.0,3.0,27.9,44.191,1296.0
5603.512693,0.0,10000.0,3.0,27.9,43.585,1296.0
5603.762865,0.0,10000.0,3.0,27.9,43.949,1296.0
5604.013151,0.0,10000.0,3.0,27.9,43.949,1296.0
5604.263612,0.0,10000.0,4.0,27.7,43.706,1296.0
5604.513796,0.0,10000.0,3.0,27.7,43.585,1296.0
5604.764060,0.0,10000.0,3.0,27.7,43.585,480.0
5605.020301,0.0,10000.0,5.8,27.6,42.495,480.0
5605.271576,0.0,10000.0,5.0,27.5,42.616,480.0
5605.521532,0.0,10000.0,6.0,27.5,41.648,480.0
5605.774643,0.0,10000.0,14.7,27.6,42.859,1296.0
5606.017014,0.0,10000.0,3.1,27.6,42.616,1296.0
5606.268342,0.0,10000.0,3.9,27.5,43.585,1296.0
5606.518740,0.0,10000.0,2.0,27.5,42.98,1296.0
5606.769497,0.0,10000.0,4.0,27.5,42.98,1296.0
5607.019704,0.0,10000.0,4.9,27.4,43.464,1296.0
5607.271085,0.0,10000.0,2.0,27.3,42.374,1296.0
5607.521592,0.0,10000.0,4.9,27.3,43.706,1296.0
5607.772774,0.0,10000.0,4.0,27.3,43.585,480.0
5608.030308,0.0,10000.0,6.7,27.2,41.648,480.0
5608.278112,0.0,10000.0,5.1,27.1,42.495,648.0
5608.530922,0.0,10000.0,5.9,27.1,42.132,480.0
5608.781738,0.0,10000.0,6.9,27.1,41.648,648.0
5609.033103,0.0,10000.0,5.0,27.0,41.527,480.0
5609.281487,0.0,10000.0,5.0,27.0,42.253,648.0
5609.534071,0.0,10000.0,5.0,27.0,41.042,480.0
5609.785412,0.0,10000.0,6.0,27.0,41.163,648.0
5610.036382,0.0,10000.0,5.9,26.8,42.011,480.0
5610.284652,0.0,10000.0,5.0,26.8,42.374,648.0
5610.536992,0.0,10000.0,5.9,26.8,41.405,480.0
5610.787868,0.0,10000.0,6.1,26.8,41.527,648.0
5611.038449,0.0,10000.0,6.0,26.7,41.284,480.0
5611.290566,0.0,10000.0,5.9,26.7,41.405,480.0
5611.537248,0.0,10000.0,6.0,26.7,40.8,480.0
5611.790727,0.0,10000.0,5.0,26.7,41.648,648.0
5612.042088,0.0,10000.0,5.0,26.6,41.163,480.0
5612.293021,0.0,10000.0,5.9,26.6,41.648,480.0
5612.540532,0.0,10000.0,6.1,26.6,41.648,480.0
5612.793722,0.0,10000.0,5.9,26.6,41.042,648.0
5613.041429,0.0,10000.0,5.1,26.5,40.921,480.0
5613.295138,0.0,10000.0,4.0,26.5,41.405,480.0
5613.545499,0.0,10000.0,8.8,26.5,41.648,480.0
5613.793479,0.0,10000.0,6.9,26.5,40.921,480.0
5614.046209,0.0,10000.0,5.9,26.5,40.8,480.0
5614.297396,0.0,10000.0,4.0,26.5,41.527,480.0
5614.547592,0.0,10000.0,6.9,26.5,40.921,480.0
5614.796106,0.0,10000.0,3.1,26.5,41.769,648.0
5615.049151,0.0,10000.0,6.9,26.4,41.042,480.0
5615.301235,0.0,10000.0,5.0,26.4,41.042,480.0
5615.551252,0.0,10000.0,7.1,26.4,40.921,480.0
5615.800306,0.0,10000.0,12.0,26.4,41.769,648.0
5616.050752,0.0,10000.0,4.0,26.4,41.163,480.0
5616.304486,0.0,10000.0,5.0,26.4,41.042,480.0
5616.554558,0.0,10000.0,7.1,26.4,40.921,480.0
5616.802675,0.0,10000.0,4.1,26.4,41.042,648.0
5617.055498,0.0,10000.0,5.9,26.3,40.437,480.0
5617.307391,0.0,10000.0,5.0,26.3,40.921,480.0
5617.557760,0.0,10000.0,7.9,26.3,40.194,480.0
5617.806444,0.0,10000.0,5.1,26.3,40.8,648.0
5618.059357,0.0,10000.0,5.8,26.2,40.679,480.0
5618.310718,0.0,10000.0,5.0,26.2,41.042,648.0
5618.559935,0.0,10000.0,7.1,26.2,39.952,480.0
5618.809378,0.0,10000.0,4.0,26.2,40.437,648.0
5619.062521,0.0,10000.0,4.9,26.2,41.405,480.0
5619.311411,0.0,10000.0,4.0,26.2,40.437,480.0
5619.563999,0.0,10000.0,7.0,26.2,40.437,648.0
5619.814815,0.0,10000.0,4.0,26.2,40.558,480.0
5620.065600,0.0,10000.0,5.0,26.2,40.194,480.0
5620.314818,0.0,10000.0,4.0,26.2,40.8,480.0
5620.567701,0.0,10000.0,6.9,26.2,40.558,648.0
5620.818737,0.0,10000.0,3.0,26.2,40.8,480.0
5621.069908,0.0,10000.0,6.9,26.2,40.558,480.0
5621.318451,0.0,10000.0,3.1,26.2,40.679,480.0
5621.571328,0.0,10000.0,8.8,26.2,40.921,480.0
5621.822673,0.0,10000.0,4.0,26.2,39.831,480.0
5622.072685,0.0,10000.0,5.9,26.2,40.679,480.0
5622.324401,0.0,10000.0,5.0,26.2,40.558,480.0
5622.574832,0.0,10000.0,6.1,26.2,41.163,648.0
5622.825460,0.0,10000.0,5.0,26.2,40.921,480.0
5623.075659,0.0,10000.0,5.0,26.1,40.073,480.0
5623.326628,0.0,10000.0,3.1,26.1,39.71,480.0
5623.577023,0.0,10000.0,7.9,26.1,40.558,480.0
5623.827734,0.0,10000.0,5.0,26.1,40.073,480.0
5624.078129,0.0,10000.0,5.0,26.1,39.468,480.0
5624.329444,0.0,10000.0,5.9,26.1,40.316,480.0
5624.579356,0.0,10000.0,8.0,26.1,40.921,480.0
5624.829910,0.0,10000.0,4.0,26.1,40.558,648.0
5625.080183,0.0,10000.0,5.0,26.1,40.8,480.0
5625.331983,0.0,10000.0,5.0,26.1,40.8,480.0
5625.581878,0.0,10000.0,9.9,26.4,40.194,480.0
5625.833622,0.0,10000.0,11.0,26.3,40.8,1296.0
5626.077534,0.0,10000.0,2.1,26.3,41.648,1296.0
5626.328890,0.0,10000.0,2.0,26.3,40.921,1296.0
5626.579169,0.0,10000.0,2.0,26.3,41.648,1296.0
5626.830212,0.0,10000.0,2.0,26.3,41.648,1296.0
5627.080474,0.0,10000.0,2.0,26.3,41.405,1296.0
5627.331413,0.0,10000.0,4.0,26.3,41.527,1296.0
5627.581063,0.0,10000.0,4.0,26.3,41.89,1296.0
5627.832135,0.0,10000.0,2.0,26.3,41.527,480.0
5628.089457,0.0,10000.0,4.9,26.2,41.163,480.0
5628.340933,0.0,10000.0,5.9,26.2,40.679,480.0
5628.590851,0.0,10000.0,6.1,26.2,40.073,480.0
5628.842137,0.0,10000.0,4.0,26.2,40.194,648.0
5629.092741,0.0,10000.0,4.0,26.2,40.194,480.0
5629.344087,0.0,10000.0,4.0,26.2,40.679,480.0
5629.594532,0.0,10000.0,6.1,26.2,40.679,648.0
5629.843002,0.0,10000.0,4.0,26.2,40.316,480.0
5630.095790,0.0,10000.0,3.0,26.2,39.71,480.0
5630.347173,0.0,10000.0,4.0,26.2,40.073,480.0
5630.597912,0.0,10000.0,7.1,26.2,39.831,648.0
